gene_id	Stage_0	Stage_1	Stage_2	Stage_3	Stage_4	Stage_5	Stage_6_1	Stage_6_2
StHeBC4_c12903_g38999	0.09	1.01	0.78	0	0	0	0	0.93
StHeBC4_c12903_g39	2.99	1.94	1.89	2.58	1.77	2.51	2.38	2.37
StHeBC4_c12903_g390	43.82	11.2	19.44	20.51	21.29	22.56	9.92	12.33
StHeBC4_c12903_g3900	7.25	16	16.67	36.17	26.8	79.29	87.98	57.92
StHeBC4_c12903_g39000	14.77	4.86	10.2	16.87	8.69	41.49	3.2	3.81
StHeBC4_c12903_g39001	66.24	247.21	85.73	115.87	142.36	27.98	35.8	37.38
StHeBC4_c12903_g39002	0.09	0	0	0.08	0.03	0	0.12	0.06
StHeBC4_c12903_g39004	11.73	10.18	11.05	11.52	14.16	14.3	5.96	7.36
StHeBC4_c12903_g39005	3.11	2.08	2.78	3.64	3.59	3.69	1.51	1.94
StHeBC4_c12903_g39008	10.18	6.46	5.89	6.5	7.75	7.44	13.75	9.89
StHeBC4_c12903_g39009	0	0.03	0.02	0.11	0.13	0.23	0	0.03
StHeBC4_c12903_g39011	0	0.06	0	0	0.08	0.19	0.09	0
StHeBC4_c12903_g39012	0.63	2.35	1.18	2.69	2.56	2.71	2.43	8.91
StHeBC4_c12903_g39013	8.89	15.35	31.24	14.7	5.96	7.03	6.27	2.65
StHeBC4_c12903_g39014	0.1	0.1	0.15	0.35	0.38	0.16	0.52	0.1
StHeBC4_c12903_g39015	49.24	13.81	40.22	9.39	6.85	7.62	18.04	17.34
StHeBC4_c12903_g39016	5.21	4.73	4.45	5.52	3.34	7.88	7.39	5.25
StHeBC4_c12903_g39019	23.3	50.55	44.61	50.39	78.13	48.86	97.89	76.58
StHeBC4_c12903_g3902	0.84	0.59	0.67	0.62	0.38	0.63	1.96	7.48
StHeBC4_c12903_g39025	21.41	34.89	23.2	37.87	42.94	34.66	32.75	31.82
StHeBC4_c12903_g39026	0	0	0	0	0	0	0	0
StHeBC4_c12903_g39027	7.76	2.92	5.75	3.89	2.78	11.62	3.26	3.14
StHeBC4_c12903_g39029	14.71	34.89	29.41	34.79	29.05	31.64	22.34	24.54
StHeBC4_c12903_g3903	0.72	0.9	0.85	1.15	0.73	3.03	1.41	1.08
StHeBC4_c12903_g39032	0.8	0.57	0.93	1.38	1.14	1.33	1.96	2.82
StHeBC4_c12903_g39034	0.6	0.06	0.17	0	0.19	0	0	0.11
StHeBC4_c12903_g39035	24.59	4.35	8.59	9.14	4.1	15.51	8.91	7.94
StHeBC4_c12903_g39037	3.52	10.86	8.17	15	15.21	24.6	11.24	15.86
StHeBC4_c12903_g39038	7.53	2.92	4.77	5.53	2.72	3.06	2.49	1.87
StHeBC4_c12903_g3904	0.05	0.06	0	0.12	0	0	0	0
StHeBC4_c12903_g39044	0.01	0.9	0.11	1.68	2.33	3.47	10.3	8.15
StHeBC4_c12903_g39046	23.64	44.18	48.22	61.66	69.12	56.87	71.24	61.92
StHeBC4_c12903_g39047	0.1	0.24	0	0.23	0.24	0.56	0	0.07
StHeBC4_c12903_g39048	9.45	2.34	4.46	4.6	2.77	5.43	7.38	7.48
StHeBC4_c12903_g39049	0.08	0.38	0.17	0.59	0	0.88	0.35	0.09
StHeBC4_c12903_g3905	0	0	0	0.12	1.56	0	0	0
StHeBC4_c12903_g39051	0	0.03	0.13	0.15	0.03	0.17	0.14	0.12
StHeBC4_c12903_g39053	0.77	0.85	1.1	1.34	0.94	0	0.25	0.15
StHeBC4_c12903_g39055	0.09	0.09	0.27	0.38	0.23	0.36	0.07	0.76
StHeBC4_c12903_g39058	36.59	30.33	28.1	34.95	40.35	28.44	32.02	30.73
StHeBC4_c12903_g39059	1.88	2.52	4.25	2.25	1	0.19	1.68	1.07
StHeBC4_c12903_g39060	0.39	0.81	0.88	0.78	0.77	1.43	0.33	0.41
StHeBC4_c12903_g39062	0.23	0.12	0.74	6.48	8.05	29.56	1.39	0.56
StHeBC4_c12903_g39063	0.44	0.15	0.54	0	0.19	0	0	0.13
StHeBC4_c12903_g39064	45.39	72.22	108.93	121.61	48.15	90.72	10.37	145.4
StHeBC4_c12903_g39065	1.88	12.67	6.86	10.32	14.04	4.43	2.76	5.07
StHeBC4_c12903_g39066	0.06	0	0	0	0	0	0	0
StHeBC4_c12903_g39068	2.89	1.13	1.61	1.61	1.81	1.64	0.97	1.02
StHeBC4_c12903_g39069	5.24	1.5	2.61	2.12	2.15	1.39	3.67	2.72
StHeBC4_c12903_g3907	0	0	0	18.78	114.08	11.62	0	0
StHeBC4_c12903_g39070	0.3	1.97	1.89	1.16	1.13	0.37	0.2	0.21
StHeBC4_c12903_g39071	0	0	0	0.04	0.06	0	0	0
StHeBC4_c12903_g39073	239.68	43.6	53.74	61.05	59.81	71.2	40.45	40.34
StHeBC4_c12903_g39074	0.1	0.04	0.07	0.03	0.12	0.04	0	0
StHeBC4_c12903_g39075	14.42	23.53	24.52	26.48	26.81	19.8	39.03	62.35
StHeBC4_c12903_g39076	0.08	0	0	0	0	0	0.13	0
StHeBC4_c12903_g39077	13.54	65.85	39.96	38.42	13.06	12.77	19.19	10.64
StHeBC4_c12903_g39078	0.24	0.11	0.06	0	0.12	0	0	0.03
StHeBC4_c12903_g39079	2.85	1.31	0.94	1.05	1.43	2.55	0.58	0.78
StHeBC4_c12903_g3908	0	0	0	0.81	5.5	0	0	0
StHeBC4_c12903_g39080	0	0	0	1.39	0	0.13	0	0
StHeBC4_c12903_g39081	1.25	3.67	2.87	5.05	2.8	11.99	15	4.36
StHeBC4_c12903_g39082	14.87	5.18	8.74	8.4	5.09	7.36	10.54	10.4
StHeBC4_c12903_g39083	5.83	1.69	2.68	3.32	3.19	4.68	5.35	10.06
StHeBC4_c12903_g39084	2.72	0.95	2.66	1.5	1.47	2.1	4.32	3.27
StHeBC4_c12903_g39085	0	0	0	0	0.08	0.13	0	0
StHeBC4_c12903_g39086	0.74	1.71	1.34	1.44	2.05	0.92	0.16	0.2
StHeBC4_c12903_g39087	0.03	0	0.15	0.04	0.1	0.7	0.1	0.03
StHeBC4_c12903_g39088	18.32	82.03	56.01	81.08	87.78	94.76	114.77	121.11
StHeBC4_c12903_g3909	0	0	0	0	0.75	0	0	0
StHeBC4_c12903_g39090	2.36	0.98	2.11	1.21	1.35	1.41	2.32	1.71
StHeBC4_c12903_g39092	0	0	0	0	0	0	0	0
StHeBC4_c12903_g39093	5.31	2.28	3.47	3.6	2.23	3.74	3.67	4.54
StHeBC4_c12903_g39094	2.71	1.18	1.53	1.34	1.24	1.57	2.88	1.96
StHeBC4_c12903_g39095	8.19	37.37	33	35.92	28.65	11.09	13.47	44.55
StHeBC4_c12903_g39096	0	0	0	0	0	0	0	0
StHeBC4_c12903_g39097	0.55	0.16	0.28	0.18	0.19	0.34	0.26	0.16
StHeBC4_c12903_g39098	0	0	0	0	0	0.09	0.05	0.49
StHeBC4_c12903_g39099	3.72	6.09	8.49	11.89	7.55	11.32	3.2	9.23
StHeBC4_c12903_g391	4.27	9.32	18.82	16.48	13.63	10.67	20.43	1.77
StHeBC4_c12903_g3910	0	0	0	3.8	24.67	0.88	0	0
StHeBC4_c12903_g39100	0.49	0.36	0.91	2.26	1.37	2.67	18.52	18.64
StHeBC4_c12903_g39102	5.64	2.98	4.48	5.04	4.27	3.09	4.35	5.26
StHeBC4_c12903_g39103	0.23	0.36	0.61	0.61	0.58	0.41	1.14	1.55
StHeBC4_c12903_g39104	0	0	0	0	0	0	0	0
StHeBC4_c12903_g39106	3.28	8.08	4.31	15.42	26.44	7.58	1.34	5.5
StHeBC4_c12903_g39107	0	0	0	0	0	0	0	0
StHeBC4_c12903_g39108	0	0	0	0	0	0	0	0
StHeBC4_c12903_g39109	1.25	1.32	2.29	3.73	2.85	2.51	5.56	2.1
StHeBC4_c12903_g39110	0.33	0	0	0	0	3.47	2.27	6.06
StHeBC4_c12903_g39111	0.36	0.17	0.17	0	0.23	0	1.78	1.31
StHeBC4_c12903_g39112	1.44	1.27	1.45	2.24	1.51	0.01	0	0
StHeBC4_c12903_g39114	1.23	0.22	0.71	0.5	0.12	0.39	0.11	0.11
StHeBC4_c12903_g39115	1.59	0.26	0.52	0.68	0.23	0.95	0.09	0.04
StHeBC4_c12903_g39116	9.72	3.6	4.97	4.11	3.02	3.62	1.22	1.68
StHeBC4_c12903_g39117	5.51	8.6	14.55	15.53	9.38	13.19	18.9	6.19
StHeBC4_c12903_g39118	1.96	0.62	1.26	1.82	0.8	0.81	0.88	0.7
StHeBC4_c12903_g39119	27.06	145.72	190.38	156.73	163.93	93.16	17.33	60.83
StHeBC4_c12903_g3912	0.06	4.43	1.95	16.34	21.87	1.53	0.18	0.66
StHeBC4_c12903_g39120	0.13	0	0	0.14	0	0	0.12	0
StHeBC4_c12903_g39121	0	0	0	0	0	0	0	0
StHeBC4_c12903_g39122	6.5	44.16	30.72	26.45	20.17	14.49	0.38	5.08
StHeBC4_c12903_g39123	22.49	12.69	11.46	19.18	17.6	23.41	42.08	47.9
StHeBC4_c12903_g39124	2.62	0.5	0.56	1.17	0.71	1.4	1.79	1.37
StHeBC4_c12903_g39125	0.33	0.07	0.06	0.16	0	0	0	0
StHeBC4_c12903_g39126	8.3	1.82	5.04	2.39	1.28	4.82	2.87	2.67
StHeBC4_c12903_g39127	8.9	4.24	5.23	4.22	4.32	5.25	1.71	1.46
StHeBC4_c12903_g39128	1.4	3.73	2.44	2.87	2.24	4.96	0.57	0.88
StHeBC4_c12903_g39129	0.98	0.69	1.1	0.95	1.48	1.34	7.23	3.28
StHeBC4_c12903_g3913	14.16	13.12	14.04	18.85	20.66	17.23	18.95	19.25
StHeBC4_c12903_g39130	7.11	1.37	2.89	2.45	1.8	3.29	2.13	1.99
StHeBC4_c12903_g39131	4.49	2.67	3.85	5.46	4.19	8.49	3.14	4.57
StHeBC4_c12903_g39132	36.65	15.85	22.27	28.16	22.31	37.29	21.76	31.97
StHeBC4_c12903_g39133	42.17	96.83	89.18	73.11	61.76	64.92	94.06	129.97
StHeBC4_c12903_g39135	0.01	0.18	0.07	0.06	0.06	0.07	0.02	0.06
StHeBC4_c12903_g39136	8.16	5.35	3.71	8.64	12.63	8.68	3.47	4.45
StHeBC4_c12903_g39138	0.9	0.64	0.94	1.06	1.2	1.62	0.82	1.35
StHeBC4_c12903_g39139	10.1	5.59	6.68	6.45	7.09	12.58	0.85	0.96
StHeBC4_c12903_g3914	29.32	14.88	17.81	17.62	19.71	17.75	14.57	12.97
StHeBC4_c12903_g39140	6.36	1.36	3.55	2.63	2.59	2.24	0.44	0.14
StHeBC4_c12903_g39141	0	0.12	0.62	0.61	0.53	0	0.59	0.96
StHeBC4_c12903_g39143	7.64	9.06	8.05	12.51	12.05	8.51	13.13	12.33
StHeBC4_c12903_g39144	12.06	6.64	9.8	9.93	7.01	11.53	7.38	7.78
StHeBC4_c12903_g39145	13.13	21.07	14.47	15.45	20.23	15.12	11.55	14.65
StHeBC4_c12903_g39146	18.71	12.93	10.71	15.38	18.78	16.63	11.61	8.24
StHeBC4_c12903_g39147	6.34	15.04	16.06	20.37	13.43	18.83	5.89	18.53
StHeBC4_c12903_g39148	0	0.01	0	0.06	0.01	0	0	0
StHeBC4_c12903_g39149	88.66	50.1	67.92	67.39	88.42	53.55	91.36	71.04
StHeBC4_c12903_g39150	1307.73	426.73	1018.88	87.32	18.94	9.1	5.5	7.41
StHeBC4_c12903_g39152	0	0	0	0	0	0	0	0
StHeBC4_c12903_g39154	1.8	0.74	1.11	3.89	5.25	0.78	1.05	6.05
StHeBC4_c12903_g39155	0	0	0	0	0	0	0	0
StHeBC4_c12903_g39156	0.66	70.72	28.13	10.56	0.38	0.1	0	0
StHeBC4_c12903_g39157	33.53	18.6	25.09	27.36	30.64	24.27	23.58	22.16
StHeBC4_c12903_g39159	0.71	0.86	0.88	1.83	1.72	0.64	1.21	1.4
StHeBC4_c12903_g3916	0.87	0.4	0.57	0.54	0.34	1.77	0.64	0.12
StHeBC4_c12903_g39160	2.27	0.76	0.97	0.72	1.27	0.75	2.16	1.89
StHeBC4_c12903_g39162	7.39	1.79	4.38	2.34	2.03	2.32	2.63	2.96
StHeBC4_c12903_g39163	29.06	5.03	15.73	8.81	8.46	12.73	4.49	9.21
StHeBC4_c12903_g39165	3.99	0.43	0.59	1.18	0.75	1.92	0.87	1.11
StHeBC4_c12903_g39166	0.81	0.67	0.66	1.25	0.88	1.99	0.29	0.72
StHeBC4_c12903_g39167	58.46	27.67	36.01	29.95	27.38	31.97	16.72	20.37
StHeBC4_c12903_g39168	26.49	8.73	13.99	14.47	12.02	29.58	7.02	8.11
StHeBC4_c12903_g39169	1.52	0.41	1.21	1.03	1.59	1.99	1.16	1.64
StHeBC4_c12903_g3917	0.07	0.5	0.45	0.48	0.5	0.35	0.31	0.35
StHeBC4_c12903_g39170	217.44	53.84	48.19	55.17	73.57	54.48	17.16	14.49
StHeBC4_c12903_g39171	3.41	26.21	24.23	24.14	34.58	8.65	7.3	8.42
StHeBC4_c12903_g39172	0.21	0	0.56	1.32	0.9	0	0.26	0.95
StHeBC4_c12903_g39173	0.12	0.06	0.15	0	0.06	0.14	0	0.1
StHeBC4_c12903_g39174	0	0	0	0.1	0	0	0	0.05
StHeBC4_c12903_g39175	0	0	0	0.34	0	0	0	0
StHeBC4_c12903_g39176	29.5	23.39	27	28.31	28.87	17.86	23.06	17.35
StHeBC4_c12903_g39178	4.81	3.52	4.23	8.34	7.46	9.05	7.9	6.77
StHeBC4_c12903_g39179	0.03	0	0.02	0.08	0.04	0.04	0	0
StHeBC4_c12903_g39182	13.37	123.44	60.05	87.78	51.04	49.73	39.6	31.32
StHeBC4_c12903_g39183	0.31	1.15	1	0.64	0.5	1.3	0.84	0.68
StHeBC4_c12903_g39184	83.68	28.17	43.17	42.66	38.82	98.53	21.65	27.6
StHeBC4_c12903_g39185	0	0	0	0.07	0	0	0.08	0
StHeBC4_c12903_g39186	0	0	0.1	0	0	0	0.03	0
StHeBC4_c12903_g39187	0.53	0.28	0.44	0.46	0.77	1.14	0.32	0.41
StHeBC4_c12903_g39188	0.79	0.54	0.66	1.7	1.25	2.14	0.91	0.95
StHeBC4_c12903_g39189	0.11	1.37	2.34	1.54	1.48	0.96	0.84	6.75
StHeBC4_c12903_g3919	0	0	0.37	0.42	0	0	0	0
StHeBC4_c12903_g39190	26.33	20	22.53	17.81	15.42	14.86	16.39	21.92
StHeBC4_c12903_g39191	12	18.26	23.8	33.17	22.67	39.68	12.01	30.93
StHeBC4_c12903_g39192	62.74	20.57	26.12	26.05	21.67	21.55	25.93	28.08
StHeBC4_c12903_g39193	89.56	34.5	53.23	57.39	45.32	88.46	24.45	28.98
StHeBC4_c12903_g39194	0.06	0.46	0.94	1.92	0.58	0.26	1.27	0.2
StHeBC4_c12903_g39196	1.24	1.65	1.59	4.4	1.7	2.25	2.59	4.44
StHeBC4_c12903_g39197	24.4	26.79	18.46	38.04	48.8	25.27	25.11	28.68
StHeBC4_c12903_g39198	6.82	11.87	18.11	13.46	4.55	10.62	3.29	0.61
StHeBC4_c12903_g39199	85.26	32.14	40.41	40.22	43.35	47.35	28.79	32.66
StHeBC4_c12903_g392	0	0	0	0	0	0	0	0
StHeBC4_c12903_g3920	1.09	0.8	0.75	1.29	0.67	1.93	0.35	0.32
StHeBC4_c12903_g39200	0.44	0.29	0.36	0.46	0.2	1.27	0.93	2.13
StHeBC4_c12903_g39201	0.07	0.19	0.49	1.22	0	0.81	0	0
StHeBC4_c12903_g39202	25.52	14.05	18.97	21.68	22.56	24.58	52.8	60.25
StHeBC4_c12903_g39203	0	0	0	0	0	0	0	0
StHeBC4_c12903_g39204	80.85	28.33	42.86	39	27	75.81	25.61	27.28
StHeBC4_c12903_g39205	0	0	0	0	0	0	0	0
StHeBC4_c12903_g39207	0	0	0.84	1.11	1.28	0	0	0
StHeBC4_c12903_g39209	0.29	0.01	0.26	0.66	0.18	0.75	0	0
StHeBC4_c12903_g3921	0.24	0.47	0.54	0.26	0.4	0.28	0.06	0.61
StHeBC4_c12903_g39210	0.28	0.48	0.04	0.16	0.12	0.08	0.06	0
StHeBC4_c12903_g39211	10	9.13	10.6	12.21	10.14	9.05	7.97	10
StHeBC4_c12903_g39212	6.69	3.81	5.37	4.59	4.41	6.48	5.66	4.01
StHeBC4_c12903_g39213	29.72	12.85	12.72	15.77	18.43	19.2	9.39	9.43
StHeBC4_c12903_g39214	0	0	0	0.46	0	0	0	0
StHeBC4_c12903_g39215	16.06	11.29	13.49	11.05	4.18	12.47	53.28	39.09
StHeBC4_c12903_g39216	20.98	31.06	38.59	46.16	27.44	30.43	12.07	7.95
StHeBC4_c12903_g39217	0.46	5.97	5.28	8.39	5.19	6.54	2.55	5.73
StHeBC4_c12903_g39218	0.34	0.16	0.29	0.28	0.58	0.47	0.02	0.02
StHeBC4_c12903_g39219	1.45	0.24	0.46	0.21	0	0	0	0
StHeBC4_c12903_g3922	12.57	59.17	24.85	9.05	3.28	1.39	2.53	4.02
StHeBC4_c12903_g39220	0.08	0.05	0.23	0	0	0.31	0	0
StHeBC4_c12903_g39221	98.85	11.87	28.74	17.16	12.73	35.03	23.71	25.92
StHeBC4_c12903_g39222	0	0	0	0	0	0	0	0
StHeBC4_c12903_g39223	25.58	105.99	56.83	144.57	121.37	238.95	57.5	80.23
StHeBC4_c12903_g39225	1.47	0.31	0.78	0.6	0.1	1.07	0.32	0.34
StHeBC4_c12903_g39226	10.09	3.82	4.94	1.22	1.61	2.48	3.95	3.18
StHeBC4_c12903_g39227	0.3	0.26	0.21	0.09	0.51	0.21	0.05	0.36
StHeBC4_c12903_g39228	9.46	4.28	7.97	7.28	6.49	8.26	11.76	11.37
StHeBC4_c12903_g39229	41.47	17.21	27.7	24.79	20.28	42.47	19.05	16.62
StHeBC4_c12903_g3923	4.21	5.23	12	11.39	6.69	15.95	22.58	18.16
StHeBC4_c12903_g39230	102.43	55.43	70.46	58.83	51.19	72.36	52.64	90.3
StHeBC4_c12903_g39231	14.6	11.83	15.79	12.86	11.59	12.1	7.51	11.07
StHeBC4_c12903_g39232	4.75	11.83	13.67	17.94	16.5	18.36	6.79	13.22
StHeBC4_c12903_g39233	0.1	0.09	0.1	0.99	0.87	1.43	0.88	19.49
StHeBC4_c12903_g39234	3.02	3.26	4.65	7.66	8.84	8.9	1.41	1.63
StHeBC4_c12903_g39235	0	0	0	0	0	0	0	0
StHeBC4_c12903_g39236	0.23	0.13	0.46	0.44	1.61	1.87	0.04	0.05
StHeBC4_c12903_g39237	1.5	0.64	1.17	1.45	1.08	1.47	0.97	0.88
StHeBC4_c12903_g39238	20.81	24.14	17.59	23.28	27.25	24.03	8.73	9.76
StHeBC4_c12903_g39239	5.37	2.29	2.79	3.67	1.83	3.37	5.51	5.86
StHeBC4_c12903_g3924	25.18	10.11	16.81	12.23	13.82	17.87	13.91	17.05
StHeBC4_c12903_g39240	5.51	3.78	4.24	4.71	4	4.08	2.28	1.78
StHeBC4_c12903_g39241	4.91	1.64	2.3	3.11	1.31	1.97	3.69	3.88
StHeBC4_c12903_g39242	1.43	0.84	0.62	0.22	1.37	1.01	0.65	0.18
StHeBC4_c12903_g39243	12.14	34.37	31.27	19.74	16.19	10.15	0.02	3.43
StHeBC4_c12903_g39244	12.19	4.54	6.15	6.46	7.42	5.26	6.04	7.26
StHeBC4_c12903_g39245	5.09	7.12	8.19	6.4	3.14	7.39	5.96	2.65
StHeBC4_c12903_g39246	0	0	0.6	0	0	0	3.07	2.27
StHeBC4_c12903_g39247	0	0	0	0	0	0	0	0
StHeBC4_c12903_g39248	9.45	1.97	6.23	2.19	1.09	2.44	0.25	0.18
StHeBC4_c12903_g3925	4.16	9.8	8.79	7.87	5.73	6.02	2.65	3.42
StHeBC4_c12903_g39250	4.1	1.26	1	2.75	0.94	2.14	0.39	0.62
StHeBC4_c12903_g39251	1.74	44.22	15.48	10.1	7.76	8.81	136.39	99.63
StHeBC4_c12903_g39252	17.69	6.27	16.98	15.45	11.74	63.67	54.36	42.51
StHeBC4_c12903_g39253	44.65	16.19	25.45	18.78	19.36	24.57	14.31	15.08
StHeBC4_c12903_g39254	5.87	1.86	3.45	2.24	2.21	1.97	1.83	1.82
StHeBC4_c12903_g39255	1.18	0.77	0.9	1.59	1.16	0.8	1.17	0.72
StHeBC4_c12903_g39256	0.15	0.03	0.09	0.12	0.08	0.02	0	0.02
StHeBC4_c12903_g39257	20.06	9.38	9.86	13.42	9.42	31.03	6.55	7.74
StHeBC4_c12903_g39258	1.79	1.53	3.05	2.68	2.42	2.56	6.72	5.86
StHeBC4_c12903_g39259	1	3.87	5.2	6.28	5.77	5.31	2.22	2.57
StHeBC4_c12903_g3926	0	0.48	0.22	0.97	2.4	3.24	2.08	2
StHeBC4_c12903_g39260	1.04	2.28	2	1.33	0.7	0.72	0.14	0.14
StHeBC4_c12903_g39261	7.5	1.48	4.76	4.74	3.45	3.57	1.34	2.76
StHeBC4_c12903_g39262	1.06	3.18	2.92	4.78	5.1	4.04	2.94	4.17
StHeBC4_c12903_g39263	8.25	0.43	0.34	0.2	0.17	0.06	0	0
StHeBC4_c12903_g39265	489.97	88.74	171.5	147.24	127.37	221.76	8.57	10.29
StHeBC4_c12903_g39266	3.49	7.02	8.7	11.06	10.97	6.62	1.41	13.96
StHeBC4_c12903_g39267	0	0	0	0	0	0	0	0.13
StHeBC4_c12903_g39268	2.55	5.92	5.13	5.93	5.43	7.18	3.9	3.21
StHeBC4_c12903_g39269	32.71	33.76	49.2	47.94	32.27	52.2	38.88	85.21
StHeBC4_c12903_g3927	54.57	17.89	37.7	30.92	25.03	50.18	16.54	16.44
StHeBC4_c12903_g39270	6.38	5.13	4.27	5.93	4	3.92	0.7	2.33
StHeBC4_c12903_g39271	10.11	8.4	9.48	10.33	11.2	9.63	6.54	7.3
StHeBC4_c12903_g39272	11.27	12.8	17.35	17.66	21.89	12.25	17.65	22.35
StHeBC4_c12903_g39274	0.04	0.17	0.04	0.07	0.02	0	0.02	0.02
StHeBC4_c12903_g39276	0.23	0	0	0.59	0.2	0.28	0.19	0
StHeBC4_c12903_g39278	0	0.02	0	0	0	0	0	0
StHeBC4_c12903_g39279	25.9	20.54	21.59	28	20.49	24.53	26.39	24.49
StHeBC4_c12903_g3928	7.6	16.48	16.09	19.69	15.92	20.14	5.17	8.24
StHeBC4_c12903_g39280	96.7	23.78	63.17	50.64	37.5	144.46	30.73	24.55
StHeBC4_c12903_g39281	5.62	13.69	8.65	31.25	46.29	13.53	6.32	13.63
StHeBC4_c12903_g39282	0.08	0.1	0.08	0.03	0.02	0.04	0	0
StHeBC4_c12903_g39283	0.17	0.22	0.11	0.25	0.27	0.32	0.16	0.49
StHeBC4_c12903_g39284	13.8	5.73	9.75	10.72	10.8	8.09	1.57	2.63
StHeBC4_c12903_g39285	4.51	1.7	6.68	9.87	5.15	42	37.29	27.64
StHeBC4_c12903_g39286	0.2	0	0	0	0.09	0.13	0	0.05
StHeBC4_c12903_g39287	10.92	20.19	21.66	23.81	21.25	17.01	13.31	16.62
StHeBC4_c12903_g39288	0	0	0	0	0	0	0	0
StHeBC4_c12903_g39289	44.6	98.18	129.93	118.59	105.32	94.96	75.5	88.07
StHeBC4_c12903_g3929	64.19	16.21	29.75	24.2	20.15	33	24.55	31.62
StHeBC4_c12903_g39290	11.47	35.12	42.63	46.05	44.49	42.61	12.02	16.83
StHeBC4_c12903_g39291	2.39	0	1.77	0	0.11	0.27	3.26	1.97
StHeBC4_c12903_g39292	14.32	49.8	40.1	49.17	46.9	29.86	33.81	41.27
StHeBC4_c12903_g39293	2.79	1.31	2.55	2.78	1.69	1.56	2.39	2.82
StHeBC4_c12903_g39294	22.43	2.39	6.83	2.49	3.02	4.99	2.99	2.09
StHeBC4_c12903_g39295	23.77	36.89	64.57	35.36	30.19	41.2	55.41	43.62
StHeBC4_c12903_g39297	0	0	0	0	0	0	0	0
StHeBC4_c12903_g39298	0.85	3.21	5.22	5.66	3.45	13.27	5.08	3.8
StHeBC4_c12903_g393	0.05	44.68	47.37	227	81.52	141.42	491.34	72.56
StHeBC4_c12903_g3930	0.24	0.13	0.32	0	0	0.13	0.01	0
StHeBC4_c12903_g39301	0.64	1.54	1.64	6.76	7.97	6.13	5.14	2.34
StHeBC4_c12903_g39302	2.14	5.14	9.86	11.14	6.46	20.08	1.21	1.26
StHeBC4_c12903_g39303	0	0.08	0.62	0	0	0	0	0
StHeBC4_c12903_g39304	2.57	3.55	4.59	5.08	3.58	8.73	4.34	5.86
StHeBC4_c12903_g39306	8.63	15.68	13.58	15.52	21.11	14.17	11.38	13.52
StHeBC4_c12903_g39307	0.01	7.78	13.86	35.21	39.33	32.8	42.51	57.61
StHeBC4_c12903_g3931	0.24	1.46	1.95	4.31	2.97	3.5	4.33	1.84
StHeBC4_c12903_g39310	5.67	2.76	3.47	4.66	4.46	3.6	2.64	2.67
StHeBC4_c12903_g39313	1.2	1.6	0.52	1.51	1.95	0	12.03	4.59
StHeBC4_c12903_g39314	6.75	0.94	2.99	2.48	1.86	3.87	0.45	0.38
StHeBC4_c12903_g39316	7.81	37.71	35.29	54.1	47.49	30.94	71.33	73.28
StHeBC4_c12903_g39318	0.45	0.67	1.2	1.34	2.06	2.58	2.02	5.15
StHeBC4_c12903_g39319	0.12	37.65	20.17	23.53	29.88	28.09	114.85	172.55
StHeBC4_c12903_g3932	0	0	0.27	0.09	0.15	0.28	0.32	0.6
StHeBC4_c12903_g39320	49.45	82.53	68.28	85.97	82.02	79.44	97.02	96.64
StHeBC4_c12903_g39321	0	0	0	0	0.05	0	0	0
StHeBC4_c12903_g39322	6.36	7.22	7.38	12.5	9.8	11.76	9.13	8.95
StHeBC4_c12903_g39323	2.42	4.99	4.12	5.4	3.37	4.84	1.76	2.23
StHeBC4_c12903_g39324	0.19	0.31	0.07	0.39	0.78	0	0	0.05
StHeBC4_c12903_g39326	9.2	3.17	3.18	6.51	5.95	4.43	4.97	4.29
StHeBC4_c12903_g39327	26.37	10.49	7.23	9.93	12.57	6.51	3.25	3.06
StHeBC4_c12903_g39328	1.03	4.64	5.49	23.2	24.08	70.36	37.06	14.03
StHeBC4_c12903_g39329	17.83	7.1	11	8.33	8.73	13.09	5.82	5.79
StHeBC4_c12903_g3933	0	0.92	0.83	0	0.5	0	1.36	0.74
StHeBC4_c12903_g39331	0.19	0	0.08	0.16	0	0.39	0	0
StHeBC4_c12903_g39333	12.52	4.42	5.18	6.48	5.55	7.05	5.87	6.41
StHeBC4_c12903_g39334	1.01	0.5	1.2	0.53	0.78	0.9	0.41	0.34
StHeBC4_c12903_g39335	0.62	0.66	0.55	0.96	1.27	1.05	0.14	0.79
StHeBC4_c12903_g39337	2.97	0.61	1.9	2.72	3.14	2.07	0.6	0.77
StHeBC4_c12903_g39338	0	0	0	0	0	0	0	0
StHeBC4_c12903_g39339	4.47	2.59	2.56	1.92	1.35	2.73	1.74	2.16
StHeBC4_c12903_g3934	0	0	0	0	0	0.29	0	0
StHeBC4_c12903_g39340	20.94	11.26	19.19	16.22	9.17	9.13	0	0
StHeBC4_c12903_g39341	2.82	1.12	1.12	1.97	1.92	3.05	1.52	0.53
StHeBC4_c12903_g39343	0.42	0.05	0.03	0.07	0.27	0	0.09	0.05
StHeBC4_c12903_g39345	0	0	0.4	1.38	0	0.25	0.76	1.15
StHeBC4_c12903_g39346	27.12	4.38	9.44	6.89	3.7	10.3	6.4	4.71
StHeBC4_c12903_g39347	0.62	0.22	0.4	1.89	1.85	2.61	1.6	0.82
StHeBC4_c12903_g39348	0.13	0	0.05	0.35	0.14	0.08	0.05	0
StHeBC4_c12903_g39349	36.53	41.79	39.41	28.63	20.22	16.9	14.51	35.02
